NK	0.000000	892.000000	18.634635
B6	0.000000	746.000000	17.283021
VX	0.000000	381.000000	15.657723
OO	0.000000	1370.000000	15.167912
EV	0.000000	1237.000000	10.915249
AA	0.000000	1659.000000	10.695254
F9	0.000000	630.000000	10.652893
UA	0.000000	1107.000000	9.674842
DL	0.000000	1223.000000	9.460750
WN	0.000000	640.000000	7.574056
AS	0.000000	567.000000	6.978953
HA	0.000000	949.000000	4.184370
